protein_id,cluster_id,permanence,fd,membership,intra,extra,emax
4932.YLL033W,1,0.9928571428571429,0.0,0.49642857142857144,8,5,5
4932.YMR066W,1,2.2666666666666666,0.0,1.1333333333333333,6,2,3
4932.YGR182C,1,4.095238095238096,0.0,2.047619047619048,14,3,4
4932.YEL065W,1,10.654545454545454,0.0,5.327272727272727,11,1,15
4932.YAR035C-A,1,2.0,0.0,1.0,2,1,7
4932.YDR470C,1,4.7214285714285715,0.0,2.3607142857142858,21,4,10
4932.YML054C,1,0.37193668164940397,0.0,0.18596834082470198,35,43,5
4932.YCR047W-A,1,0.0,0.0,0.0,0,5,-1
4932.YPL271W,1,44.65555555555556,0.0,22.32777777777778,45,1,3
4932.YDR231C,1,1.0,0.0,0.5,38,0,-1
4932.YJL077C,1,0.0,0.0,0.0,1,1,10
4932.YLR162W,1,1.0,0.0,0.5,5,5,5
4932.YNL121C,1,4.498633879781421,0.0,2.2493169398907105,62,11,5
4932.YMR177W,1,1.0,0.0,0.5,10,0,-1
4932.YBR120C,1,1.5357142857142856,0.0,0.7678571428571428,8,4,5
4932.YIL134W,1,0.3928571428571428,0.0,0.1964285714285714,9,7,5
4932.YEL027W,1,19.258434547908234,0.0,9.629217273954117,39,2,7
4932.YNR074C,1,1.2738095238095237,0.0,0.6369047619047619,7,4,3
4932.YGL160W,1,1.0,0.0,0.5,1,0,-1
4932.YLR368W,1,0.025000000000000022,0.0,0.012500000000000011,6,7,14
4932.YBR255W,1,1.8095238095238098,0.0,0.9047619047619049,7,3,5
4932.YOR242C,1,0.0,0.0,0.0,0,6,-1
4932.YMR301C,1,7.21025641025641,0.0,3.605128205128205,38,6,3
4932.YFL034W,1,0.0,0.0,0.0,1,2,-1
4932.YHR001W-A,1,1.0,0.0,0.5,47,0,-1
4932.YIL065C,1,0.12301587301587302,0.0,0.06150793650793651,19,28,5
4932.YMR140W,1,0.0,0.0,0.0,2,11,-1
4932.YOR343C,1,1.0,0.0,0.5,9,0,0
4932.YNL259C,1,2.685714285714286,0.0,1.342857142857143,22,5,5
4932.YGR102C,1,0.8,0.0,0.4,4,5,9
4932.YNL100W,1,15.675,0.0,7.8375,16,1,3
4932.YJL119C,1,1.0,0.0,0.5,4,0,-1
4932.YDR375C,1,8.438095238095238,0.0,4.219047619047619,36,4,5
4932.YHL026C,1,0.0,0.0,0.0,0,3,-1
4932.YIL152W,1,0.0,0.0,0.0,2,6,-1
4932.YBL059C-A,1,1.0,0.0,0.5,18,0,0
4932.YLL018C-A,1,6.92020202020202,0.0,3.46010101010101,46,5,3
4932.YLR253W,1,9.222222222222221,0.0,4.611111111111111,10,1,10
4932.YJR135W-A,1,5.020084566596195,0.0,2.5100422832980973,46,6,2
4932.YLR139C,1,1.0,0.0,0.5,1,0,-1
4932.YPL052W,1,0.0,0.0,0.0,1,4,-1
4932.YOR228C,1,0.6666666666666666,0.0,0.3333333333333333,5,5,10
4932.YKL064W,1,1.0,0.0,0.5,2,0,-1
4932.YER115C,1,0.0,0.0,0.0,2,1,-1
4932.YLR447C,1,2.1729925775978405,0.0,1.0864962887989202,38,17,10
4932.YGR049W,1,0.0,0.0,0.0,1,2,-1
4932.YGR286C,1,1.341880341880342,0.0,0.670940170940171,13,9,5
4932.YKL098W,1,1.0,0.0,0.5,6,0,-1
4932.YDR493W,1,11.287878787878787,0.0,5.643939393939394,12,1,15
4932.YKR052C,1,19.46315789473684,0.0,9.73157894736842,20,1,2
4932.YBR197C,1,0.9571428571428573,0.0,0.47857142857142865,8,5,10
4932.YBL066C,1,1.1666666666666665,0.0,0.5833333333333333,3,2,5
4932.YDR061W,1,0.0,0.0,0.0,4,29,-1
4932.YLL006W,1,2.9655561829474872,0.0,1.4827780914737436,23,7,10
4932.YGR020C,1,1.0,0.0,0.5,39,0,-1
4932.YBR011C,1,0.9915966386554623,0.0,0.49579831932773116,18,14,10
4932.YKL195W,1,4.174531155474893,0.0,2.0872655777374467,59,11,3
4932.YPR048W,1,5.433794466403162,0.0,2.716897233201581,22,5,4
4932.YMR054W,1,17.83015873015873,0.0,8.915079365079364,36,2,10
4932.YMR203W,1,1.6253523008081214,0.0,0.8126761504040607,72,29,3
4932.YIL154C,1,-0.25,0.0,-0.125,4,3,-1
4932.YDR336W,1,-0.5,0.0,-0.25,1,2,-1
4932.YDL057W,1,1.3666666666666667,0.0,0.6833333333333333,5,3,5
4932.YJR122W,1,9.309523809523808,0.0,4.654761904761904,28,4,2
4932.YPR116W,1,2.5833333333333335,0.0,1.2916666666666667,9,3,5
4932.YML129C,1,4.6,0.0,2.3,10,2,3
4932.YAL044W-A,1,21.61904761904762,0.0,10.80952380952381,21,2,4
4932.YDL085W,1,1.7206477732793524,0.0,0.8603238866396762,39,19,5
4932.YLR380W,1,0.6666666666666666,0.0,0.3333333333333333,4,6,10
4932.YGR162W,1,0.0,0.0,0.0,1,157,-1
4932.YDR298C,1,2.2221879815100154,0.0,1.1110939907550077,61,21,3
4932.YGL119W,1,16.529411764705884,0.0,8.264705882352942,17,1,10
4932.YLR411W,1,1.6552287581699345,0.0,0.8276143790849673,18,8,5
4932.YKR070W,1,0.30000000000000004,0.0,0.15000000000000002,4,5,3
4932.Q0080,1,41.58652729384437,0.0,20.793263646922185,42,1,3
4932.YPR024W,1,5.488372093023257,0.0,2.7441860465116283,44,6,10
4932.YIR018W,1,0.2554112554112554,0.0,0.1277056277056277,7,11,4
4932.YEL020W-A,1,4.329076932850517,0.0,2.1645384664252587,57,8,3
4932.YGL083W,1,2.0,0.0,1.0,2,1,15
4932.YJL133W,1,21.406926406926406,0.0,10.703463203463203,22,1,2
4932.YMR130W,1,-0.5,0.0,-0.25,2,1,-1
4932.YJL205C,1,1.0,0.0,0.5,1,0,0
4932.YBR067C,1,0.0,0.0,0.0,0,3,-1
4932.YFL010C,1,-0.6666666666666667,0.0,-0.33333333333333337,1,3,-1
4932.Q0120,1,8.200603318250376,0.0,4.100301659125188,52,6,8
4932.YDR511W,1,13.43956043956044,0.0,6.71978021978022,14,1,2
4932.YDR274C,1,0.0,0.0,0.0,0,3,-1
4932.YER177W,1,0.0,0.0,0.0,3,55,-1
4932.YLR064W,1,0.0,0.0,0.0,1,3,-1
4932.YOR017W,1,0.9666666666666668,0.0,0.4833333333333334,5,3,2
4932.YER058W,1,1.5,0.0,0.75,4,1,3
4932.YPR170W-B,1,5.705882352941177,0.0,2.8529411764705883,18,3,7
4932.YML110C,1,5.16106719367589,0.0,2.580533596837945,23,4,7
4932.YDR133C,1,-0.6666666666666667,0.0,-0.33333333333333337,1,3,-1
4932.YLR034C,1,18.54385964912281,0.0,9.271929824561404,19,1,11
4932.YGL024W,1,0.6666666666666666,0.0,0.3333333333333333,2,3,10
4932.YOL160W,1,0.0,0.0,0.0,0,3,-1
4932.YOR137C,1,1.0,0.0,0.5,1,0,0
4932.YNR066C,1,0.0,0.0,0.0,0,3,-1
4932.YDR197W,1,7.830882352941177,0.0,3.9154411764705883,17,2,3
4932.YLR008C,1,1.0409356725146197,0.0,0.5204678362573099,41,25,15
4932.YLR001C,1,0.0,0.0,0.0,1,2,-1
4932.YOR285W,1,0.0,0.0,0.0,2,8,-1
4932.YJL066C,1,1.2,0.0,0.6,6,3,5
4932.YMR241W,1,3.1666666666666665,0.0,1.5833333333333333,4,1,5
4932.YGR237C,1,1.0,0.0,0.5,1,0,-1
4932.YMR003W,1,0.49523809523809514,0.0,0.24761904761904757,7,5,3
4932.YHR162W,1,1.8,0.0,0.9,6,3,5
4932.Q0070,1,25.636923076923075,0.0,12.818461538461538,26,1,2
4932.YJL042W,1,0.0,0.0,0.0,0,3,-1
4932.YLR023C,1,2.333333333333333,0.0,1.1666666666666665,3,1,5
4932.YOR226C,1,11.183794466403162,0.0,5.591897233201581,24,1,15
4932.YFL041W,1,1.0,0.0,0.5,15,0,-1
4932.YDL010W,1,1.7,0.0,0.85,5,2,5
4932.YAR023C,1,0.0,0.0,0.0,1,1,5
4932.YGR243W,1,1.3,0.0,0.65,6,4,5
4932.YEL035C,1,0.0,0.0,0.0,0,6,-1
4932.YLR168C,1,0.5317460317460317,0.0,0.26587301587301587,8,9,7
